Probe_name	GB_ACC
201660_at	AL525798
201661_s_at	NM_004457
201662_s_at	D89053
201663_s_at	NM_005496
201664_at	AL136877
201665_x_at	NM_001021
201666_at	NM_003254
201667_at	NM_000165
201668_x_at	AW163148
201669_s_at	NM_002356
201670_s_at	M68956
201671_x_at	BC003556
201672_s_at	NM_005151
201673_s_at	NM_002103
201674_s_at	BC000729
201675_at	NM_003488
201676_x_at	NM_002786
201677_at	AI937543
201678_s_at	NM_020187
201679_at	BE646076
201680_x_at	NM_015908
201681_s_at	AB011155
201682_at	NM_004279
201683_x_at	BE783632
201684_s_at	BF001668
201685_s_at	NM_014828
201686_x_at	AF229254
201687_s_at	NM_006595
201688_s_at	BG389015
201689_s_at	BE974098
201690_s_at	AA524023
201691_s_at	NM_005079
201692_at	NM_005866
201693_s_at	AV733950
201694_s_at	NM_001964
201695_s_at	NM_000270
201696_at	NM_005626
201697_s_at	NM_001379
201698_s_at	NM_003769
201699_at	NM_002806
201700_at	NM_001760
201701_s_at	NM_006320
201702_s_at	AI492873
201703_s_at	NM_002714
201704_at	NM_001247
201705_at	NM_002811
201706_s_at	BC000496
201707_at	NM_002857
201708_s_at	AW083371
201709_s_at	NM_003634
201710_at	NM_002466
201711_x_at	AI681120
201712_s_at	NM_006267
201713_s_at	D42063
201714_at	NM_001070
201715_s_at	NM_014977
201716_at	NM_003099
201717_at	NM_004927
201718_s_at	BF511685
201719_s_at	NM_001431
201720_s_at	AI589086
201721_s_at	NM_006762
201722_s_at	AV692127
201723_s_at	U41514
201724_s_at	NM_020474
201725_at	NM_006023
201726_at	BC003376
201727_s_at	NM_001419
201728_s_at	AA904674
201729_s_at	NM_014680
201730_s_at	BF110993
201731_s_at	NM_003292
201732_s_at	AF029346
201733_at	AA902971
201734_at	AI760629
201735_s_at	NM_001829
201736_s_at	BF000409
201737_s_at	NM_005885
201738_at	NM_005875
201739_at	NM_005627
201740_at	NM_004551
201741_x_at	M69040
201742_x_at	NM_006924
201743_at	NM_000591
201744_s_at	NM_002345
201745_at	NM_002822
201746_at	NM_000546
201747_s_at	AI769566
201748_s_at	NM_002967
201749_at	BF969352
201750_s_at	NM_001397
201751_at	NM_014876
201752_s_at	AI763123
201753_s_at	NM_019903
201754_at	NM_004374
201755_at	NM_006739
201756_at	NM_002946
201757_at	NM_004552
201758_at	NM_006292
201759_at	AW247323
201760_s_at	NM_018639
201761_at	NM_006636
201762_s_at	NM_002818
201763_s_at	NM_001350
201764_at	NM_024056
201765_s_at	AL523158
201766_at	AF304370
201767_s_at	NM_018127
201768_s_at	BC004467
201769_at	NM_014666
201770_at	NM_004596
201771_at	NM_005698
201772_at	NM_015878
201773_at	NM_015339
201774_s_at	AK022511
201775_s_at	AA676790
201776_s_at	AK001487
201777_s_at	BC002525
201778_s_at	NM_014774
201779_s_at	AF070558
201780_s_at	NM_007282
201781_s_at	AL558532
201782_s_at	NM_003977
201783_s_at	NM_021975
201784_s_at	NM_014267
201785_at	NM_002933
201786_s_at	NM_001111
201787_at	NM_001996
201788_at	NM_007372
201789_at	BC000637
201790_s_at	AW150953
201791_s_at	NM_001360
201792_at	NM_001129
201793_x_at	BF509099
201794_s_at	NM_014837
201795_at	NM_002296
201796_s_at	BE790854
201797_s_at	NM_006295
201798_s_at	NM_013451
201799_s_at	AI927993
201800_s_at	AF185696
201801_s_at	AF079117
201802_at	NM_004955
201803_at	NM_000938
201804_x_at	NM_001281
201805_at	NM_002733
201806_s_at	NM_007245
201807_at	NM_004896
201808_s_at	BE732652
201809_s_at	NM_000118
201810_s_at	AL562152
201811_x_at	NM_004844
201812_s_at	NM_019059
201813_s_at	AI654161
201814_at	AI300084
201815_s_at	NM_014744
201816_s_at	NM_001483
201817_at	NM_014671
201818_at	NM_024830
201819_at	NM_005505
201820_at	NM_000424
201821_s_at	BC004439
201822_at	NM_006335
201823_s_at	NM_004290
201824_at	AB022663
201825_s_at	AL572542
201826_s_at	NM_016002
201827_at	AF113019
201828_x_at	NM_003928
201829_at	AW263232
201830_s_at	NM_005863
201831_s_at	BE875592
201832_s_at	NM_003715
201833_at	NM_001527
201834_at	BC001007
201835_s_at	NM_006253
201836_s_at	AU154740
201837_s_at	AF197954
201838_s_at	NM_014860
201839_s_at	NM_002354
201840_at	NM_006156
201841_s_at	NM_001540
201842_s_at	AI826799
201843_s_at	NM_004105
201844_s_at	W84482
201845_s_at	AB029551
201846_s_at	NM_012234
201847_at	NM_000235
201848_s_at	U15174
201849_at	NM_004052
201850_at	NM_001747
201851_at	NM_003025
201852_x_at	AI813758
201853_s_at	NM_021873
201854_s_at	AI744148
201855_s_at	NM_015251
201856_s_at	BC000376
201857_at	NM_016107
201858_s_at	J03223
201859_at	NM_002727
201860_s_at	NM_000930
201861_s_at	BF965566
201862_s_at	NM_004735
201863_at	NM_014077
201864_at	NM_001493
201865_x_at	AI432196
201866_s_at	NM_000176
201867_s_at	AW968555
201868_s_at	AI082187
201869_s_at	BF593932
201870_at	NM_006809
201871_s_at	NM_015853
201872_s_at	AI002002
201873_s_at	NM_002940
201874_at	BF978611
201875_s_at	NM_024569
201876_at	NM_000305
201877_s_at	NM_002719
201878_at	N25546
201879_at	AI694332
201880_at	AL040708
201881_s_at	NM_005744
201882_x_at	AI492393
201883_s_at	D29805
201884_at	NM_004363
201885_s_at	NM_000398
201886_at	NM_025230
201887_at	NM_001560
201888_s_at	U81379
201889_at	NM_014888
201890_at	BE966236
201891_s_at	NM_004048
201892_s_at	NM_000884
201893_x_at	AF138300
201894_s_at	NM_001920
201895_at	NM_001654
201896_s_at	BC001425
201897_s_at	NM_001826
201898_s_at	AI126625
201899_s_at	NM_003336
201900_s_at	NM_006066
201901_s_at	Z14077
201902_s_at	BG390664
201903_at	NM_003365
201904_s_at	BF031714
201905_s_at	BF590317
201906_s_at	NM_005808
201907_x_at	U49262
201908_at	NM_004423
201909_at	NM_001008
201910_at	BF213279
201911_s_at	NM_005766
201912_s_at	NM_002094
201913_s_at	NM_025233
201914_s_at	AK001465
201915_at	AI806665
201916_s_at	NM_007214
201917_s_at	AI694452
201918_at	AI927944
201919_at	AL049246
201920_at	NM_005415
201921_at	NM_004125
201922_at	NM_014886
201923_at	NM_006406
201924_at	NM_005935
201925_s_at	NM_000574
201926_s_at	BC001288
201927_s_at	BG292559
201928_at	AA194254
201929_s_at	NM_003628
201930_at	NM_005915
201931_at	NM_000126
201932_at	NM_006369
201933_at	NM_002768
201934_at	N92524
201935_s_at	AI768122
201936_s_at	NM_003760
201937_s_at	NM_012100
201938_at	NM_004642
201939_at	NM_006622
201940_at	AA897514
201941_at	BE349147
201942_s_at	D85390
201943_s_at	NM_001304
201944_at	NM_000521
201945_at	NM_002569
201946_s_at	AL545982
201947_s_at	NM_006431
201948_at	NM_013285
201949_x_at	AL572341
201950_x_at	NM_004930
201951_at	BF242905
201952_at	AA156721
201953_at	NM_006384
201954_at	NM_005720
201955_at	AL137784
201956_s_at	NM_014236
201957_at	AF324888
201958_s_at	NM_002481
201959_s_at	AA488899
201960_s_at	NM_015057
201961_s_at	AL583171
201962_s_at	NM_005785
201963_at	NM_021122
201964_at	N64643
201965_s_at	NM_015046
201966_at	NM_004550
201967_at	NM_005777
201968_s_at	NM_002633
201969_at	AW003362
201970_s_at	NM_002482
201971_s_at	NM_001690
201972_at	AF113129
201973_s_at	AL550875
201974_s_at	NM_015622
201975_at	NM_002956
201976_s_at	NM_012334
201977_s_at	AI539425
201978_s_at	NM_014773
201979_s_at	NM_006247
201980_s_at	NM_012425
201981_at	AA148534
201982_s_at	NM_002581
201983_s_at	AW157070
201984_s_at	NM_005228
201985_at	NM_014846
201986_at	AB011165
201987_at	AI984051
201988_s_at	BF438056
201989_s_at	AL529409
201990_s_at	NM_001310
201991_s_at	BF223224
201992_s_at	NM_004521
201993_x_at	NM_005463
201994_at	NM_012286
201995_at	NM_000127
201996_s_at	AL524033
201997_s_at	NM_015001
201998_at	AI743792
201999_s_at	NM_006519
202000_at	BC002772
202001_s_at	NM_002490
202002_at	AW072302
202003_s_at	NM_006111
202004_x_at	NM_003001
202005_at	NM_021978
202006_at	NM_002835
202007_at	BF940043
202008_s_at	NM_002508
202009_at	NM_007284
202010_s_at	NM_021188
202011_at	NM_003257
202012_s_at	AA196245
202013_s_at	NM_000401
202014_at	NM_014330
202015_x_at	NM_006838
202016_at	NM_002402
202017_at	NM_000120
202018_s_at	NM_002343
202019_s_at	AI935255
202020_s_at	NM_006055
202021_x_at	AF083441
202022_at	NM_005165
202023_at	NM_004428
202024_at	NM_004317
202025_x_at	NM_001607
202026_at	NM_003002
202027_at	NM_012264
202028_s_at	BC000603
202029_x_at	NM_000999
202030_at	NM_005881
202031_s_at	NM_015610
202032_s_at	NM_006122
202033_s_at	BG402105
202034_x_at	NM_014781
202035_s_at	AI332407
202036_s_at	AF017987
202037_s_at	NM_003012
202038_at	NM_004788
202039_at	NM_004740
202040_s_at	NM_005056
202041_s_at	NM_004214
202042_at	NM_002109
202043_s_at	NM_004595
202044_at	AU159484
202045_s_at	AI670100
202046_s_at	NM_004491
202047_s_at	AI458128
202048_s_at	NM_014292
202049_s_at	AA521508
202050_s_at	AI650586
202051_s_at	NM_005095
202052_s_at	NM_015577
202053_s_at	L47162
202054_s_at	NM_000382
202055_at	AA652173
202056_at	AW051311
202057_at	BC002374
202058_s_at	BC002374
202059_s_at	NM_002264
202060_at	NM_014633
202061_s_at	AI927770
202062_s_at	NM_005065
202063_s_at	AB020335
202064_s_at	AF052059
202065_s_at	BG033593
202066_at	AA195259
202067_s_at	AI861942
202068_s_at	NM_000527
202069_s_at	AI826060
202070_s_at	NM_005530
202071_at	NM_002999
202072_at	NM_001533
202073_at	AV757675
202074_s_at	NM_021980
202075_s_at	NM_006227
202076_at	NM_001166
202077_at	NM_005003
202078_at	NM_003653
202079_s_at	AI633774
202080_s_at	NM_014965
202081_at	NM_004907
202082_s_at	AV748469
202083_s_at	AI017770
202084_s_at	NM_003003
202085_at	NM_004817
202086_at	NM_002462
202087_s_at	NM_001912
202088_at	AI635449
202089_s_at	NM_012319
202090_s_at	NM_006830
202091_at	BC003087
202092_s_at	BF244411
202093_s_at	NM_019088
202094_at	AA648913
202095_s_at	NM_001168
202096_s_at	NM_000714
202097_at	NM_005124
202098_s_at	NM_001535
202099_s_at	H42875
202100_at	BG169673
202101_s_at	NM_002881
202102_s_at	BF718610
202103_at	AI991631
202104_s_at	NM_003119
202105_at	NM_001551
202106_at	NM_005895
202107_s_at	NM_004526
202108_at	NM_000285
202109_at	NM_012402
202110_at	NM_001866
202111_at	NM_003040
202112_at	NM_000552
202113_s_at	AF043453
202114_at	NM_003100
202115_s_at	NM_015658
202116_at	NM_006268
202117_at	BG468434
202118_s_at	AA541758
202119_s_at	NM_003909
202120_x_at	NM_004069
202121_s_at	NM_014453
202122_s_at	NM_005817
202123_s_at	NM_005157
202124_s_at	AV705253
202125_s_at	NM_015049
202126_at	AA156948
202127_at	AB011108
202128_at	NM_014821
202129_s_at	AW006290
202130_at	AA725102
202131_s_at	NM_003831
202132_at	AA081084
202133_at	BF674349
202134_s_at	NM_015472
202135_s_at	NM_005735
202136_at	BE250417
202137_s_at	NM_006624
202138_x_at	NM_006303
202139_at	NM_003689
202140_s_at	NM_003992
202141_s_at	BC003090
202142_at	BC003090
202143_s_at	NM_006710
202144_s_at	NM_000026
202145_at	NM_002346
202146_at	AA747426
202147_s_at	NM_001550
202148_s_at	NM_006907
202149_at	AL136139
202150_s_at	U64317
202151_s_at	NM_016172
202152_x_at	NM_003367
202153_s_at	NM_016553
202154_x_at	NM_006086
202155_s_at	NM_005085
202156_s_at	N36839
202157_s_at	U69546
202158_s_at	NM_006561
202159_at	NM_004461
202160_at	NM_004380
202161_at	NM_002741
202162_s_at	AI769416
202163_s_at	NM_004779
202164_s_at	AF180476
202165_at	BF966540
202166_s_at	NM_006241
202167_s_at	NM_022362
202168_at	NM_003187
202169_s_at	AF302110
202170_s_at	AF151057
202171_at	AU146275
202172_at	BG035116
202173_s_at	NM_007146
202174_s_at	NM_006197
202175_at	NM_024536
202176_at	NM_000122
202177_at	NM_000820
202178_at	NM_002744
202179_at	NM_000386
202180_s_at	NM_017458
202181_at	NM_014734
202182_at	NM_021078
202183_s_at	NM_007317
202184_s_at	NM_018230
202185_at	NM_001084
202186_x_at	AI803525
202187_s_at	NM_006243
202188_at	NM_014669
202189_x_at	NM_002819
202190_at	NM_001324
202191_s_at	BE439987
202192_s_at	NM_005890
202193_at	NM_005569
202194_at	AL117354
202195_s_at	NM_016040
202196_s_at	NM_013253
202197_at	NM_021090
202198_s_at	AF233438
202199_s_at	AW082913
202200_s_at	NM_003137
202201_at	NM_000713
202202_s_at	NM_002290
202203_s_at	NM_001144
202204_s_at	AF124145
202205_at	NM_003370
202206_at	AW450363
202207_at	BG435404
202208_s_at	BC001051
202209_at	NM_014463
202210_x_at	NM_019884
202211_at	BC005122
202212_at	NM_014303
202213_s_at	AI650819
202214_s_at	NM_003588
202215_s_at	NM_014223
202216_x_at	BC005003
202217_at	NM_004649
202218_s_at	NM_004265
202219_at	NM_005629
202220_at	NM_014949
202221_s_at	AV727101
202222_s_at	NM_001927
202223_at	NM_002219
202224_at	BF304695
202225_at	AW612311
202226_s_at	NM_016823
202227_s_at	NM_006696
202228_s_at	NM_017455
202229_s_at	AI372979
202230_s_at	NM_006387
202231_at	NM_006360
202232_s_at	NM_006360
202233_s_at	NM_006004
202234_s_at	BF511091
202235_at	BF511091
202236_s_at	NM_003051
202237_at	NM_006169
202238_s_at	NM_006169
202239_at	NM_006437
202240_at	NM_005030
202241_at	NM_025195
202242_at	NM_004615
202243_s_at	NM_002796
202244_at	NM_002796
202245_at	AW084510
202246_s_at	NM_000075
202247_s_at	BE561596
202248_at	BC000110
202249_s_at	AU146233
202250_s_at	NM_015726
202251_at	NM_004698
202252_at	NM_002870
202253_s_at	NM_004945
202254_at	AB007900
202255_s_at	NM_015556
202256_at	BF793888
202257_s_at	NM_006110
202258_s_at	U50532
202259_s_at	NM_014887
202260_s_at	NM_003165
202261_at	NM_005997
202262_x_at	NM_013974
202263_at	NM_016243
202264_s_at	NM_006114
202265_at	NM_005180
202266_at	NM_016614
202267_at	NM_005562
202268_s_at	NM_003905
202269_x_at	BC002666
202270_at	NM_002053
202271_at	AB007952
202272_s_at	NM_015176
202273_at	NM_002609
202274_at	NM_001615
202275_at	NM_000402
202276_at	NM_006304
202277_at	AL568804
202278_s_at	NM_006415
202279_at	NM_004894
202280_at	D88435
202281_at	NM_005255
202282_at	NM_004493
202283_at	NM_002615
202284_s_at	NM_000389
202285_s_at	AI627697
202286_s_at	J04152
202287_s_at	NM_002353
202288_at	U88966
202289_s_at	NM_006997
202290_at	NM_014891
202291_s_at	NM_000900
202292_x_at	NM_007260
202293_at	AW168948
202294_at	AI126490
202295_s_at	NM_004390
202296_s_at	NM_007033
202297_s_at	AF157324
202298_at	NM_004541
202299_s_at	NM_006402
202300_at	NM_006402
202301_s_at	BE396879
202302_s_at	NM_023012
202303_x_at	NM_003601
202304_at	NM_014923
202305_s_at	AI685892
202306_at	NM_002696
202307_s_at	NM_000593
202308_at	NM_004176
202309_at	NM_005956
202310_s_at	K01228
202311_s_at	AI743621
202312_s_at	NM_000088
202313_at	NM_002717
202314_at	NM_000786
202315_s_at	NM_004327
202316_x_at	AW241715
202317_s_at	NM_006048
202318_s_at	AF306508
202319_at	NM_015571
202320_at	NM_001520
202321_at	AW299507
202322_s_at	NM_004837
202323_s_at	AI636775
202324_s_at	NM_022735
202325_s_at	NM_001685
202326_at	NM_006709
202327_s_at	AA020938
202328_s_at	NM_000296
202329_at	NM_004383
202330_s_at	NM_003362
202331_at	NM_000709
202332_at	NM_001894
202333_s_at	AA877765
202334_s_at	AI768723
202335_s_at	NM_003337
202336_s_at	NM_000919
202337_at	NM_007221
202338_at	NM_003258
202339_at	NM_004819
202340_x_at	NM_002135
202341_s_at	AA149745
202342_s_at	NM_015271
202343_x_at	NM_001862
202344_at	NM_005526
202345_s_at	NM_001444
202346_at	NM_005339
202347_s_at	AB022435
202348_s_at	BC000674
202349_at	NM_000113
202350_s_at	NM_002380
202351_at	AI093579
202352_s_at	AI446530
202353_s_at	NM_002816
202354_s_at	AW190445
202355_s_at	BC000120
202356_s_at	NM_002096
202357_s_at	NM_001710
202358_s_at	BG434168
202359_s_at	NM_014758
202360_at	NM_014757
202361_at	NM_004922
202362_at	NM_002884
202363_at	AF231124
202364_at	NM_005962
202365_at	BC004815
202366_at	NM_000017
202367_at	NM_001913
202368_s_at	AI986461
202369_s_at	NM_012288
202370_s_at	NM_001755
202371_at	NM_024863
202372_at	BF240652
202373_s_at	AF255648
202374_s_at	NM_012414
202375_at	NM_014822
202376_at	NM_001085
202377_at	AW026535
202378_s_at	NM_017526
202379_s_at	AI361805
202380_s_at	NM_005385
202381_at	NM_003816
202382_s_at	NM_005471
202383_at	NM_004187
202384_s_at	AW167713
202385_s_at	NM_000356
202386_s_at	NM_019081
202387_at	NM_004323
202388_at	NM_002923
202389_s_at	L12392
202390_s_at	NM_002111
202391_at	NM_006317
202392_s_at	NM_014338
202393_s_at	NM_005655
202394_s_at	NM_018358
202395_at	NM_006178
202396_at	NM_006706
202397_at	NM_005796
202398_at	BC002785
202399_s_at	NM_005829
202400_s_at	AI188786
202401_s_at	NM_003131
202402_s_at	NM_001751
202403_s_at	AA788711
202404_s_at	NM_000089
202405_at	BF432532
202406_s_at	NM_003252
202407_s_at	BF342707
202408_s_at	NM_015629
202409_at	X07868
202410_x_at	NM_000612
202411_at	NM_005532
202412_s_at	AW499935
202413_s_at	NM_003368
202414_at	NM_000123
202415_s_at	NM_012267
202416_at	NM_003315
202417_at	NM_012289
202418_at	NM_020470
202419_at	NM_002035
202420_s_at	NM_001357
202421_at	AB007935
202422_s_at	NM_022977
202423_at	NM_006766
202424_at	NM_030662
202425_x_at	NM_000944
202426_s_at	BE675800
202427_s_at	NM_015415
202428_x_at	NM_020548
202429_s_at	AL353950
202430_s_at	NM_021105
202431_s_at	NM_002467
202432_at	NM_021132
202433_at	NM_005827
202434_s_at	N21019
202435_s_at	AU154504
202436_s_at	AU144855
202437_s_at	NM_000104
202438_x_at	BF346014
202439_s_at	NM_000202
202440_s_at	NM_005418
202441_at	AL568449
202442_at	NM_001284
202443_x_at	AA291203
202444_s_at	NM_006459
202445_s_at	NM_024408
202446_s_at	AI825926
202447_at	NM_001359
202448_s_at	BE675849
202449_s_at	NM_002957
202450_s_at	NM_000396
202451_at	BC000365
202452_at	AI991574
202453_s_at	NM_005316
202454_s_at	NM_001982
202455_at	NM_005474
202456_s_at	NM_006336
202457_s_at	AA911231
202458_at	NM_007173
202459_s_at	U55968
202460_s_at	NM_014646
202461_at	NM_014239
202462_s_at	NM_014829
202463_s_at	NM_003926
202464_s_at	NM_004566
202465_at	NM_002593
202466_at	NM_006999
202467_s_at	NM_004236
202468_s_at	NM_003798
202469_s_at	AU149367
202470_s_at	NM_007007
202471_s_at	NM_004135
202472_at	NM_002435
202473_x_at	AA703045
202474_s_at	NM_005334
202475_at	NM_006326
202476_s_at	BF002130
202477_s_at	NM_006659
202478_at	NM_021643
202479_s_at	BC002637
202480_s_at	NM_004216
202481_at	NM_004753
202482_x_at	AI862473
202483_s_at	NM_002882
202484_s_at	AF072242
202485_s_at	NM_003927
202486_at	NM_006796
202487_s_at	NM_012412
202488_s_at	NM_005971
202489_s_at	BC005238
202490_at	AF153419
202491_s_at	NM_003640
202492_at	NM_024085
202493_x_at	NM_001317
202494_at	NM_006112
202495_at	NM_003192
202496_at	NM_014329
202497_x_at	AI631159
202498_s_at	BE550486
202499_s_at	NM_006931
202500_at	NM_006736
202501_at	NM_014268
202502_at	NM_000016
202503_s_at	NM_014736
202504_at	NM_012101
202505_at	NM_003092
202506_at	NM_006751
202507_s_at	L19760
202508_s_at	NM_003081
202509_s_at	AI862445
202510_s_at	NM_006291
202511_s_at	AK001899
202512_s_at	NM_004849
202513_s_at	NM_006245
202514_at	AW139131
202515_at	BG251175
202516_s_at	NM_004087
202517_at	NM_001313
202518_at	NM_001707
202519_at	NM_014938
202520_s_at	NM_000249
202521_at	NM_006565
202522_at	AL031591
202523_s_at	AI952009
202524_s_at	NM_014767
202525_at	NM_002773
202526_at	U44378
202527_s_at	NM_005359
202528_at	NM_000403
202529_at	NM_002766
202530_at	NM_001315
202531_at	NM_002198
202532_s_at	BC000192
202533_s_at	BC003584
202534_x_at	NM_000791
202535_at	NM_003824
202536_at	AK002165
202537_s_at	AF151842
202538_s_at	NM_014043
202539_s_at	AL518627
202540_s_at	NM_000859
202541_at	BF589679
202542_s_at	NM_004757
202543_s_at	BC005359
202544_at	NM_004124
202545_at	NM_006254
202546_at	NM_003761
202547_s_at	AA778936
202548_s_at	NM_003899
202549_at	AK025720
202550_s_at	NM_004738
202551_s_at	BG546884
202552_s_at	NM_016441
202553_s_at	NM_015484
202554_s_at	AL527430
202555_s_at	NM_005965
202556_s_at	NM_006337
202557_at	AI718418
202558_s_at	NM_006948
202559_x_at	AW005776
202560_s_at	NM_015607
202561_at	AF070613
202562_s_at	AL136658
202563_at	NM_007176
202564_x_at	NM_001667
202565_s_at	NM_003174
202566_s_at	AF051851
202567_at	NM_004175
202568_s_at	AI745639
202569_s_at	NM_002376
202570_s_at	BF346592
202571_s_at	BE550798
202572_s_at	NM_014902
202573_at	AL530441
202574_s_at	NM_001319
202575_at	NM_001878
202576_s_at	AL553254
202577_s_at	BC005162
202578_s_at	NM_018332
202579_x_at	NM_006353
202580_x_at	NM_021953
202581_at	NM_005346
202582_s_at	AF306510
202583_s_at	NM_005493
202584_at	AW291398
202585_s_at	NM_002504
202586_at	AA772747
202587_s_at	BC001116
202588_at	NM_000476
202589_at	NM_001071
202590_s_at	AL574319
202591_s_at	NM_003143
202592_at	NM_001487
202593_s_at	NM_016641
202594_at	NM_015344
202595_s_at	AF161461
202596_at	BC000436
202597_at	AU144284
202598_at	NM_005979
202599_s_at	NM_003489
202600_s_at	AI824012
202601_s_at	AI373539
202602_s_at	NM_014500
202603_at	N51370
202604_x_at	NM_001110
202605_at	NM_000181
202606_s_at	NM_012290
202607_at	AL526632
202608_s_at	NM_001543
202609_at	NM_004447
202610_s_at	AF135802
202611_s_at	AI971089
202612_s_at	NM_004229
202613_at	NM_001905
202614_at	NM_006345
202615_at	BF222895
202616_s_at	AI631140
202617_s_at	NM_004992
202618_s_at	L37298
202619_s_at	AI754404
202620_s_at	NM_000935
202621_at	NM_001571
202622_s_at	NM_002973
202623_at	NM_018453
202624_s_at	NM_012295
202625_at	AI356412
202626_s_at	NM_002350
202627_s_at	AL574210
202628_s_at	NM_000602
202629_at	AV681579
202630_at	AA046411
202631_s_at	NM_006380
202632_at	NM_001383
202633_at	NM_007027
202634_at	AL558030
202635_s_at	NM_005034
202636_at	NM_005667
202637_s_at	AI608725
202638_s_at	NM_000201
202639_s_at	AI689052
202640_s_at	NM_003624
202641_at	NM_004311
202642_s_at	NM_003496
202643_s_at	AI738896
202644_s_at	NM_006290
